ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERDATE,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME
10207,31,100,12/9/2003 0:00,Shipped,Classic Cars,S10_4962,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,NA,Franco,Valarie
10217,48,100,2/4/2004 0:00,Shipped,Classic Cars,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,APAC,Victorino,Wendy
10229,50,100,3/11/2004 0:00,Shipped,Classic Cars,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10245,28,100,5/4/2004 0:00,Shipped,Classic Cars,S10_4962,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,NA,Murphy,Leslie
10259,26,100,6/15/2004 0:00,Shipped,Classic Cars,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,APAC,Victorino,Wendy
10270,32,100,7/19/2004 0:00,Shipped,Classic Cars,S10_4962,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10281,44,100,8/19/2004 0:00,Shipped,Classic Cars,S10_4962,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,NA,Yu,Kyung
10291,30,100,9/8/2004 0:00,Shipped,Classic Cars,S10_4962,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Br„cke,,S-844 67,Sweden,EMEA,Larsson,Maria
10305,38,100,10/13/2004 0:00,Shipped,Classic Cars,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,NA,Hernandez,Marta
10313,40,100,10/22/2004 0:00,Shipped,Classic Cars,S10_4962,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi
10322,46,61.99,11/4/2004 0:00,Shipped,Classic Cars,S10_4962,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA,Young,Valarie
10334,26,100,11/19/2004 0:00,On Hold,Classic Cars,S10_4962,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule†,,S-958 22,Sweden,EMEA,Berglund,Christina
10347,27,100,11/29/2004 0:00,Shipped,Classic Cars,S10_4962,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10357,43,100,12/10/2004 0:00,Shipped,Classic Cars,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10370,35,65.63,1/20/2005 0:00,Shipped,Classic Cars,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10381,37,100,2/17/2005 0:00,Shipped,Classic Cars,S10_4962,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,,USA,NA,Brown,Julie
10391,37,46.9,3/9/2005 0:00,Shipped,Classic Cars,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10411,27,100,5/1/2005 0:00,Shipped,Classic Cars,S10_4962,Qu‚bec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montr‚al,Qu‚bec,H1J 1C3,Canada,NA,FresniŠre,Jean
10425,38,100,5/31/2005 0:00,In Process,Classic Cars,S10_4962,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine
10108,33,100,3/3/2003 0:00,Shipped,Classic Cars,S12_1099,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold
10122,42,100,5/8/2003 0:00,Shipped,Classic Cars,S12_1099,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,,13008,France,EMEA,Lebihan,Laurence
10135,42,100,7/2/2003 0:00,Shipped,Classic Cars,S12_1099,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10147,48,100,9/5/2003 0:00,Shipped,Classic Cars,S12_1099,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA,Nelson,Allen
10159,41,100,10/10/2003 0:00,Shipped,Classic Cars,S12_1099,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,,USA,NA,Brown,Julie
10169,30,100,11/4/2003 0:00,Shipped,Classic Cars,S12_1099,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10181,27,100,11/12/2003 0:00,Shipped,Classic Cars,S12_1099,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel
10191,21,100,11/20/2003 0:00,Shipped,Classic Cars,S12_1099,"Toms Spezialit„ten, Ltd",0221-5554327,Mehrheimerstr. 369,K”ln,,50739,Germany,EMEA,Pfalzheim,Henriette
10203,20,100,12/2/2003 0:00,Shipped,Classic Cars,S12_1099,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10211,41,100,1/15/2004 0:00,Shipped,Classic Cars,S12_1099,Auto Canal+ Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,EMEA,Perrier,Dominique
10225,27,100,2/22/2004 0:00,Shipped,Classic Cars,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,GenŠve,,1203,Switzerland,EMEA,Holz,Michael
10238,28,100,4/9/2004 0:00,Shipped,Classic Cars,S12_1099,Danish Wholesale Imports,31 12 3555,Vinb‘ltet 34,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
10253,24,100,6/1/2004 0:00,Cancelled,Classic Cars,S12_1099,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
10266,44,100,7/6/2004 0:00,Shipped,Classic Cars,S12_1099,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
10276,50,100,8/2/2004 0:00,Shipped,Classic Cars,S12_1099,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,NA,Barajas,Miguel
10287,21,100,8/30/2004 0:00,Shipped,Classic Cars,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,GenŠve,,1203,Switzerland,EMEA,Holz,Michael
10300,33,100,10/4/2003 0:00,Shipped,Classic Cars,S12_1099,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,,60528,Germany,EMEA,Keitel,Roland
10310,33,100,10/16/2004 0:00,Shipped,Classic Cars,S12_1099,"Toms Spezialit„ten, Ltd",0221-5554327,Mehrheimerstr. 369,K”ln,,50739,Germany,EMEA,Pfalzheim,Henriette
10320,31,100,11/3/2004 0:00,Shipped,Classic Cars,S12_1099,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule†,,S-958 22,Sweden,EMEA,Berglund,Christina
10329,41,71.47,11/15/2004 0:00,Shipped,Classic Cars,S12_1099,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,NA,Yu,Kwai
10341,45,79.65,11/24/2004 0:00,Shipped,Classic Cars,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10363,33,85.39,1/6/2005 0:00,Shipped,Classic Cars,S12_1099,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle
10375,45,76,2/3/2005 0:00,Shipped,Classic Cars,S12_1099,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine
10389,26,99.04,3/3/2005 0:00,Shipped,Classic Cars,S12_1099,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Br„cke,,S-844 67,Sweden,EMEA,Larsson,Maria
10419,12,100,5/17/2005 0:00,Shipped,Classic Cars,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10105,41,100,2/11/2003 0:00,Shipped,Classic Cars,S12_1108,Danish Wholesale Imports,31 12 3555,Vinb‘ltet 34,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
10117,33,100,4/16/2003 0:00,Shipped,Classic Cars,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan,Natividad,Eric
10127,46,100,6/3/2003 0:00,Shipped,Classic Cars,S12_1108,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Young,Jeff
10142,33,100,8/8/2003 0:00,Shipped,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10153,20,100,9/28/2003 0:00,Shipped,Classic Cars,S12_1108,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10165,44,100,10/22/2003 0:00,Shipped,Classic Cars,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan,Natividad,Eric
10176,33,100,11/6/2003 0:00,Shipped,Classic Cars,S12_1108,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
10185,21,100,11/14/2003 0:00,Shipped,Classic Cars,S12_1108,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA,Tam,Wing C
10196,47,100,11/26/2003 0:00,Shipped,Classic Cars,S12_1108,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,NA,Murphy,Leslie
10208,46,100,1/2/2004 0:00,Shipped,Classic Cars,S12_1108,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,EMEA,Saveley,Mary
10220,32,100,2/12/2004 0:00,Shipped,Classic Cars,S12_1108,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,,2,Ireland,EMEA,Cassidy,Dean
10231,42,100,3/19/2004 0:00,Shipped,Classic Cars,S12_1108,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,,28023,Spain,EMEA,Fernandez,Jesus
10247,44,100,5/5/2004 0:00,Shipped,Classic Cars,S12_1108,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle
10272,35,100,7/20/2004 0:00,Shipped,Classic Cars,S12_1108,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,NA,Yu,Kyung
10282,41,100,8/20/2004 0:00,Shipped,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10293,46,100,9/9/2004 0:00,Shipped,Classic Cars,S12_1108,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,,10100,Italy,EMEA,Accorti,Paolo
10306,31,100,10/14/2004 0:00,Shipped,Classic Cars,S12_1108,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
10314,38,100,10/22/2004 0:00,Shipped,Classic Cars,S12_1108,Heintze Collectables,86 21 3555,Smagsloget 45,?rhus,,8200,Denmark,EMEA,Ibsen,Palle
10325,42,64,11/5/2004 0:00,Shipped,Classic Cars,S12_1108,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas
10336,33,57.22,11/20/2004 0:00,Shipped,Classic Cars,S12_1108,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,,75012,France,EMEA,Bertrand,Marie
10348,48,52.36,11/1/2004 0:00,Shipped,Classic Cars,S12_1108,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,,28023,Spain,EMEA,Sommer,Mart¡n
10359,42,100,12/15/2004 0:00,Shipped,Classic Cars,S12_1108,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,EMEA,Henriot,Paul
10371,32,100,1/23/2005 0:00,Shipped,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10382,34,100,2/17/2005 0:00,Shipped,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10395,33,69.12,3/17/2005 0:00,Shipped,Classic Cars,S12_1108,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,,75508,France,EMEA,Da Cunha,Daniel
10413,36,100,5/5/2005 0:00,Shipped,Classic Cars,S12_1108,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,NA,King,Julie
10103,27,100,1/29/2003 0:00,Shipped,Trucks and Buses,S12_1666,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas
10113,21,100,3/26/2003 0:00,Shipped,Trucks and Buses,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10126,21,100,5/28/2003 0:00,Shipped,Trucks and Buses,S12_1666,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,,28023,Spain,EMEA,Sommer,Mart¡n
10140,38,100,7/24/2003 0:00,Shipped,Trucks and Buses,S12_1666,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,NA,Hirano,Juri
10150,30,100,9/19/2003 0:00,Shipped,Trucks and Buses,S12_1666,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan,Natividad,Eric
10164,49,100,10/21/2003 0:00,Resolved,Trucks and Buses,S12_1666,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,,8010,Austria,EMEA,Mendel,Roland
10174,43,100,11/6/2003 0:00,Shipped,Trucks and Buses,S12_1666,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony
10183,41,100,11/13/2003 0:00,Shipped,Trucks and Buses,S12_1666,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca
10194,38,100,11/25/2003 0:00,Shipped,Trucks and Buses,S12_1666,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,EMEA,Saveley,Mary
10206,28,100,12/5/2003 0:00,Shipped,Trucks and Buses,S12_1666,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi
10216,43,100,2/2/2004 0:00,Shipped,Trucks and Buses,S12_1666,Auto Associ‚s & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,,78000,France,EMEA,Tonini,Daniel
10229,25,100,3/11/2004 0:00,Shipped,Trucks and Buses,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10245,38,100,5/4/2004 0:00,Shipped,Trucks and Buses,S12_1666,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,NA,Murphy,Leslie
10258,41,100,6/15/2004 0:00,Shipped,Trucks and Buses,S12_1666,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko
10270,28,100,7/19/2004 0:00,Shipped,Trucks and Buses,S12_1666,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10281,25,100,8/19/2004 0:00,Shipped,Trucks and Buses,S12_1666,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,NA,Yu,Kyung
10291,41,100,9/8/2004 0:00,Shipped,Trucks and Buses,S12_1666,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Br„cke,,S-844 67,Sweden,EMEA,Larsson,Maria
10304,39,100,10/11/2004 0:00,Shipped,Trucks and Buses,S12_1666,Auto Associ‚s & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,,78000,France,EMEA,Tonini,Daniel
10313,21,100,10/22/2004 0:00,Shipped,Trucks and Buses,S12_1666,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi
10322,27,100,11/4/2004 0:00,Shipped,Trucks and Buses,S12_1666,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA,Young,Valarie
10333,33,99.21,11/18/2004 0:00,Shipped,Trucks and Buses,S12_1666,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,,USA,NA,Murphy,Julie
10347,29,100,11/29/2004 0:00,Shipped,Trucks and Buses,S12_1666,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10357,49,100,12/10/2004 0:00,Shipped,Trucks and Buses,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10370,49,100,1/20/2005 0:00,Shipped,Trucks and Buses,S12_1666,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10381,20,100,2/17/2005 0:00,Shipped,Trucks and Buses,S12_1666,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,,USA,NA,Brown,Julie
10391,39,63.2,3/9/2005 0:00,Shipped,Trucks and Buses,S12_1666,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10411,40,100,5/1/2005 0:00,Shipped,Trucks and Buses,S12_1666,Qu‚bec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montr‚al,Qu‚bec,H1J 1C3,Canada,NA,FresniŠre,Jean
10424,49,100,5/31/2005 0:00,In Process,Trucks and Buses,S12_1666,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10107,21,100,2/24/2003 0:00,Shipped,Motorcycles,S12_2823,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,NA,Yu,Kwai
10121,50,100,5/7/2003 0:00,Shipped,Motorcycles,S12_2823,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,EMEA,Henriot,Paul
10134,20,100,7/1/2003 0:00,Shipped,Motorcycles,S12_2823,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,,75508,France,EMEA,Da Cunha,Daniel
10145,49,100,8/25/2003 0:00,Shipped,Motorcycles,S12_2823,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,NA,Young,Julie
10159,38,100,10/10/2003 0:00,Shipped,Motorcycles,S12_2823,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,,USA,NA,Brown,Julie
10169,35,100,11/4/2003 0:00,Shipped,Motorcycles,S12_2823,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10180,40,100,11/11/2003 0:00,Shipped,Motorcycles,S12_2823,Daedalus Designs Imports,20.16.1555,"184, chauss‚e de Tournai",Lille,,59000,France,EMEA,Ranc‚,Martine
10189,28,100,11/18/2003 0:00,Shipped,Motorcycles,S12_2823,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,NA,Young,Julie
10201,25,100,12/1/2003 0:00,Shipped,Motorcycles,S12_2823,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,,USA,NA,Murphy,Julie
10211,36,100,1/15/2004 0:00,Shipped,Motorcycles,S12_2823,Auto Canal+ Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,EMEA,Perrier,Dominique
10224,43,100,2/21/2004 0:00,Shipped,Motorcycles,S12_2823,Daedalus Designs Imports,20.16.1555,"184, chauss‚e de Tournai",Lille,,59000,France,EMEA,Ranc‚,Martine
10237,32,100,4/5/2004 0:00,Shipped,Motorcycles,S12_2823,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,NA,Frick,Michael
10251,46,100,5/18/2004 0:00,Shipped,Motorcycles,S12_2823,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,NJ,94019,USA,NA,Brown,William
10263,48,100,6/28/2004 0:00,Shipped,Motorcycles,S12_2823,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,NA,King,Julie
10276,43,100,8/2/2004 0:00,Shipped,Motorcycles,S12_2823,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,NA,Barajas,Miguel
10285,49,100,8/27/2004 0:00,Shipped,Motorcycles,S12_2823,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,NA,Hernandez,Marta
10299,24,100,9/30/2004 0:00,Shipped,Motorcycles,S12_2823,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
10309,26,100,10/15/2004 0:00,Shipped,Motorcycles,S12_2823,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas
10319,30,100,11/3/2004 0:00,Shipped,Motorcycles,S12_2823,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,NY,10022,USA,NA,Kuo,Kee
10329,24,100,11/15/2004 0:00,Shipped,Motorcycles,S12_2823,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,NA,Yu,Kwai
10341,55,100,11/24/2004 0:00,Shipped,Motorcycles,S12_2823,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10362,22,100,1/5/2005 0:00,Shipped,Motorcycles,S12_2823,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,NA,Hirano,Juri
10375,49,78.92,2/3/2005 0:00,Shipped,Motorcycles,S12_2823,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine
10388,44,100,3/3/2005 0:00,Shipped,Motorcycles,S12_2823,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,NA,Benitez,Violeta
10403,66,100,4/8/2005 0:00,Shipped,Motorcycles,S12_2823,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
10417,21,100,5/13/2005 0:00,Disputed,Motorcycles,S12_2823,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10104,34,100,1/31/2003 0:00,Shipped,Classic Cars,S12_3148,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10117,43,100,4/16/2003 0:00,Shipped,Classic Cars,S12_3148,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan,Natividad,Eric
10127,46,100,6/3/2003 0:00,Shipped,Classic Cars,S12_3148,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Young,Jeff
10142,33,100,8/8/2003 0:00,Shipped,Classic Cars,S12_3148,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10153,42,100,9/28/2003 0:00,Shipped,Classic Cars,S12_3148,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10165,34,100,10/22/2003 0:00,Shipped,Classic Cars,S12_3148,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan,Natividad,Eric
10176,47,100,11/6/2003 0:00,Shipped,Classic Cars,S12_3148,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
10185,33,100,11/14/2003 0:00,Shipped,Classic Cars,S12_3148,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA,Tam,Wing C
10196,24,100,11/26/2003 0:00,Shipped,Classic Cars,S12_3148,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,NA,Murphy,Leslie
10208,26,100,1/2/2004 0:00,Shipped,Classic Cars,S12_3148,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,EMEA,Saveley,Mary
10220,30,100,2/12/2004 0:00,Shipped,Classic Cars,S12_3148,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,,2,Ireland,EMEA,Cassidy,Dean
10230,43,100,3/15/2004 0:00,Shipped,Classic Cars,S12_3148,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,,60528,Germany,EMEA,Keitel,Roland
10247,25,100,5/5/2004 0:00,Shipped,Classic Cars,S12_3148,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle
10272,27,100,7/20/2004 0:00,Shipped,Classic Cars,S12_3148,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,NA,Yu,Kyung
10282,27,100,8/20/2004 0:00,Shipped,Classic Cars,S12_3148,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10293,24,100,9/9/2004 0:00,Shipped,Classic Cars,S12_3148,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,,10100,Italy,EMEA,Accorti,Paolo
10306,34,100,10/14/2004 0:00,Shipped,Classic Cars,S12_3148,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
10314,46,100,10/22/2004 0:00,Shipped,Classic Cars,S12_3148,Heintze Collectables,86 21 3555,Smagsloget 45,?rhus,,8200,Denmark,EMEA,Ibsen,Palle
